Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,xG,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
David Soria,es ESP,GK,Getafe,es La Liga,29.0,1993.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,30.0,1993.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Calabria,it ITA,DF,Milan,it Serie A,22.0,1996.0,18.0,1.0,13.0,2.0,0.5,15.04,0.72,0.11,0.08,0.5,22.09
Davide Calabria,it ITA,DF,Milan,it Serie A,23.0,1996.0,29.04,2.0,24.0,7.0,1.03,29.2,0.82,0.24,0.08,0.29,22.01
Davide Calabria,it ITA,DF,Milan,it Serie A,24.0,1996.0,23.05,2.0,36.0,8.0,3.08,22.02,1.53,0.34,0.06,0.25,20.06
Davide Calabria,it ITA,DF,Milan,it Serie A,25.0,1996.0,18.08,1.0,16.0,2.0,1.02,12.05,0.85,0.11,0.06,0.5,23.09
Davide Calabria,it ITA,DF,Milan,it Serie A,26.0,1996.0,24.03,1.0,21.0,8.0,1.03,38.1,0.86,0.33,0.05,0.13,18.03
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27.0,1991.0,35.9,5.0,42.0,14.0,4.02,33.3,1.17,0.39,0.12,0.36,17.07
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28.0,1991.0,32.1,4.0,34.0,9.0,3.01,26.05,1.06,0.28,0.12,0.44,13.08
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29.0,1991.0,28.06,4.0,30.0,9.0,3.0,30.0,1.05,0.31,0.13,0.44,14.01
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30.0,1991.0,16.05,2.0,20.0,5.0,2.07,25.0,1.21,0.3,0.1,0.4,18.06
Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,31.0,1991.0,10.11,0.0,10.0,2.0,0.5,23.66,0.87,0.19,0.0,0.0,17.52
Davide Zappacosta,it ITA,DF,Roma,it Serie A,27.0,1992.0,5.0,0.0,4.0,0.0,0.6,0.0,0.8,0.0,0.0,0.0,15.07
Davide Zappacosta,it ITA,DF,Genoa,it Serie A,28.0,1992.0,22.07,4.0,41.0,13.0,2.06,31.07,1.8,0.57,0.1,0.31,20.0
Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,29.0,1992.0,26.01,1.0,37.0,5.0,2.01,13.05,1.42,0.19,0.03,0.2,18.02
Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,30.0,1992.0,16.03,4.0,25.0,10.0,1.05,40.0,1.53,0.61,0.16,0.4,16.06
Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,31.0,1992.0,20.07,2.0,37.0,10.0,2.02,27.0,1.78,0.48,0.05,0.2,17.01
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24.0,1995.0,15.08,1.0,31.0,8.0,3.04,28.39,2.06,0.62,0.02,0.16,13.03
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25.0,1995.0,9.0,3.0,27.0,12.0,3.07,44.4,2.99,1.33,0.07,0.17,13.07
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26.0,1995.0,11.02,4.0,24.0,9.0,4.02,37.5,2.15,0.81,0.13,0.33,13.03
Davie Selke,de GER,FW,Köln,de Bundesliga,27.0,1995.0,12.08,6.0,33.0,18.0,4.06,56.8,2.25,1.25,0.09,0.16,14.06
Davie Selke,de GER,FW,Köln,de Bundesliga,28.0,1995.0,14.01,6.0,33.0,11.0,4.08,33.3,2.35,0.78,0.18,0.55,11.01
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23.0,1996.0,27.0,0.0,7.0,3.0,0.6,42.9,0.26,0.11,0.0,0.0,10.09
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24.0,1996.0,16.05,0.0,5.0,0.0,0.8,0.0,0.3,0.0,0.0,0.0,10.01
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25.0,1996.0,18.01,2.0,13.0,3.0,2.01,23.01,0.72,0.17,0.15,0.67,9.06
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26.0,1996.0,9.05,0.0,6.0,2.0,0.6,33.3,0.63,0.21,0.0,0.0,12.02
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27.0,1996.0,0.9,0.0,1.0,0.0,0.1,0.0,1.17,0.0,0.0,0.0,8.06
Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20.0,1998.0,26.02,0.0,13.0,4.0,1.09,30.08,0.5,0.15,0.0,0.0,11.03
Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,1998.0,25.09,1.0,14.0,5.0,1.03,35.7,0.54,0.19,0.07,0.2,12.09
Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,22.0,1998.0,24.06,1.0,11.0,2.0,0.6,18.02,0.45,0.08,0.09,0.5,14.09
Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,23.0,1998.0,26.01,0.0,7.0,1.0,0.7,14.03,0.27,0.04,0.0,0.0,9.0
Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24.0,1998.0,19.06,1.0,11.0,4.0,1.07,36.4,0.56,0.2,0.09,0.25,10.05
Declan Rice,eng ENG,MF,West Ham,eng Premier League,20.0,1999.0,38.0,1.0,31.0,9.0,1.03,29.0,0.82,0.24,0.03,0.11,23.07
Declan Rice,eng ENG,MF,West Ham,eng Premier League,21.0,1999.0,32.0,2.0,25.0,7.0,3.02,28.0,0.78,0.22,0.04,0.14,20.08
Declan Rice,eng ENG,MF,West Ham,eng Premier League,22.0,1999.0,35.3,1.0,26.0,8.0,1.01,30.08,0.74,0.23,0.04,0.13,22.08
Declan Rice,eng ENG,MF,West Ham,eng Premier League,23.0,1999.0,36.4,4.0,35.0,8.0,2.04,22.09,0.96,0.22,0.11,0.5,23.06
Declan Rice,eng ENG,MF,Arsenal,eng Premier League,24.0,1999.0,35.8,7.0,58.0,20.0,3.03,34.5,1.62,0.56,0.12,0.35,20.04
Dejan Kulusevski,se SWE,FW-MF,Parma,it Serie A,19,2000,32.6,10.0,61.0,25.0,6.07,41.0,1.87,0.77,0.15,0.36,16.09
Dejan Kulusevski,se SWE,MF-FW,Juventus,it Serie A,20,2000,21.04,4.0,34.0,7.0,3.0,20.06,1.59,0.33,0.12,0.57,15.01
Dejan Kulusevski,se SWE,FW-MF,Juventus,it Serie A,21,2000,22.06,6.0,44.0,15.0,3.14,33.95,1.98,0.67,0.12,0.37,15.55
Dejan Kulusevski,se SWE,MF-FW,Tottenham,eng Premier League,22,2000,23.0,2.0,43.0,10.0,2.05,23.03,1.87,0.44,0.05,0.2,17.06
Dejan Kulusevski,se SWE,FW-MF,Tottenham,eng Premier League,23,2000,30.07,8.0,57.0,23.0,4.07,40.4,1.86,0.75,0.14,0.35,15.07
Denis Suárez,es ESP,MF-FW,Celta Vigo,es La Liga,25,1994,18.01,1.0,18.0,8.0,2.0,44.4,0.99,0.44,0.06,0.13,19.02
Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,26.0,1994.0,31.07,0.0,16.0,3.0,1.01,18.08,0.5,0.09,0.0,0.0,23.01
Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27.0,1994.0,31.03,4.0,22.0,8.0,2.02,36.4,0.7,0.26,0.18,0.5,23.04
Denis Suárez,es ESP,MF-FW,Espanyol,es La Liga,28,1994,10.05,0.0,4.0,2.0,0.5,50.0,0.38,0.19,0.0,0.0,19.04
Denis Suárez,es ESP,MF-FW,Villarreal,es La Liga,29,1994,1.05,0.0,1.0,0.0,0.1,0.0,0.68,0.0,0.0,0.0,11.05
Denis Zakaria,ch SUI,MF-DF,Gladbach,de Bundesliga,22,1996,21.06,2.0,23.0,5.0,2.03,21.07,1.06,0.23,0.09,0.4,20.09
Denis Zakaria,ch SUI,MF-DF,Gladbach,de Bundesliga,23,1996,15.08,1.0,11.0,2.0,1.05,18.02,0.7,0.13,0.09,0.5,19.09
Denis Zakaria,ch SUI,MF-DF,Gladbach,de Bundesliga,24,1996,21.11,3.0,27.0,8.0,1.95,33.21,1.26,0.43,0.11,0.38,20.58
Denis Zakaria,ch SUI,MF,Juventus,it Serie A,25.0,1996.0,5.1,0.0,2.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,16.09
Denis Zakaria,ch SUI,MF-DF,Monaco,fr Ligue 1,26,1996,23.07,4.0,26.0,10.0,1.04,38.5,1.09,0.42,0.15,0.4,21.06
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,21.0,1998.0,12.06,0.0,12.0,0.0,0.9,0.0,0.95,0.0,0.0,0.0,20.0
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,22.0,1998.0,7.03,1.0,7.0,3.0,0.3,42.9,0.96,0.41,0.14,0.33,21.01
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23.0,1998.0,15.03,2.0,14.0,2.0,0.9,14.03,0.92,0.13,0.14,1.0,20.04
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24.0,1998.0,21.07,1.0,5.0,3.0,0.2,60.0,0.23,0.14,0.2,0.33,24.07
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,25.0,1998.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23.0,1996.0,14.06,0.0,6.0,1.0,0.2,16.07,0.41,0.07,0.0,0.0,26.03
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,24.0,1996.0,28.05,0.0,16.0,0.0,0.6,0.0,0.56,0.0,0.0,0.0,25.06
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25.0,1996.0,18.04,2.0,15.0,4.0,1.01,26.07,0.82,0.22,0.13,0.5,17.04
Diadie Samassékou,ml MLI,MF-FW,Hoffenheim,de Bundesliga,26,1996,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,27.0,1996.0,1.0,0.0,1.0,1.0,0.0,100.0,0.49,0.49,0.0,0.0,25.06
Diego Carlos,br BRA,DF,Sevilla,es La Liga,26.0,1993.0,34.8,2.0,21.0,3.0,2.03,14.03,0.6,0.09,0.1,0.67,16.05
Diego Carlos,br BRA,DF,Sevilla,es La Liga,27.0,1993.0,31.0,1.0,15.0,5.0,1.03,33.3,0.48,0.16,0.07,0.2,11.03
Diego Carlos,br BRA,DF,Sevilla,es La Liga,28.0,1993.0,32.9,3.0,30.0,10.0,2.01,33.3,0.91,0.3,0.1,0.3,14.06
Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29.0,1993.0,2.03,0.0,4.0,0.0,0.4,0.0,1.76,0.0,0.0,0.0,15.07
Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30.0,1993.0,20.02,0.0,10.0,1.0,1.09,10.0,0.5,0.05,0.0,0.0,9.01
Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27.0,1991.0,23.05,1.0,8.0,3.0,1.2,37.5,0.35,0.12,0.12,0.5,20.02
Diego Demme,de GER,MF,Napoli,it Serie A,28.0,1991.0,17.07,2.0,14.0,6.0,1.02,42.9,0.79,0.34,0.14,0.33,16.03
Diego Demme,de GER,MF,Napoli,it Serie A,29.0,1991.0,7.07,1.0,2.0,1.0,0.7,50.0,0.26,0.13,0.5,1.0,13.03
Diego Demme,de GER,MF,Napoli,it Serie A,30.0,1991.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Demme,de GER,MF,Napoli,it Serie A,31.0,1991.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25.0,1993.0,25.09,1.0,10.0,4.0,1.01,40.0,0.39,0.15,0.1,0.25,13.05
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26.0,1993.0,14.04,1.0,8.0,3.0,0.8,37.5,0.3,0.11,0.13,0.33,17.04
Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27.0,1993.0,26.0,3.0,10.0,3.0,1.0,30.0,0.38,0.12,0.3,1.0,10.06
Diego Llorente,es ESP,DF,Roma,it Serie A,28.0,1993.0,13.06,0.0,10.0,1.0,1.1,12.5,0.73,0.08,0.0,0.0,11.54
Diego Llorente,es ESP,DF,Roma,it Serie A,29.0,1993.0,24.01,1.0,9.0,4.0,0.3,44.4,0.37,0.17,0.11,0.25,19.08
Dimitri Foulquier,fr FRA,DF-MF,Granada,es La Liga,26,1993,12.74,1.0,5.0,2.0,0.3,40.0,0.2,0.08,0.2,0.5,18.0
Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27.0,1993.0,29.06,0.0,8.0,4.0,0.8,50.0,0.27,0.14,0.0,0.0,14.04
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28.0,1993.0,28.0,0.0,16.0,5.0,0.6,31.03,0.3,0.1,0.0,0.0,21.09
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29.0,1993.0,19.03,0.0,3.0,0.0,0.2,0.0,0.16,0.0,0.0,0.0,13.03
Dimitri Foulquier,fr FRA,DF-MF,Valencia,es La Liga,30,1993,20.05,0.0,7.0,1.0,0.6,14.03,0.34,0.05,0.0,0.0,16.09
Diogo Dalot,pt POR,DF-MF,Manchester Utd,eng Premier League,20,1999,0.7,0.0,1.0,0.0,0.3,0.0,1.34,0.0,0.0,0.0,9.0
Diogo Dalot,pt POR,DF,Milan,it Serie A,21.0,1999.0,12.01,1.0,10.0,5.0,0.4,50.0,0.83,0.41,0.1,0.2,21.04
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22.0,1999.0,20.0,0.0,13.0,4.0,0.6,30.08,0.65,0.2,0.0,0.0,21.0
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23.0,1999.0,23.09,1.0,22.0,7.0,2.05,31.08,0.92,0.29,0.05,0.14,19.09
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24.0,1999.0,35.3,2.0,30.0,7.0,1.07,23.03,0.85,0.2,0.07,0.29,21.0
Diogo Jota,pt POR,FW,Wolves,eng Premier League,22.0,1996.0,25.04,7.0,69.0,26.0,11.05,37.7,2.72,1.02,0.1,0.27,14.02
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,23.0,1996.0,12.04,9.0,46.0,26.0,6.04,56.5,3.72,2.1,0.2,0.35,14.04
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,24.0,1996.0,26.03,15.0,90.0,32.0,16.03,35.6,3.43,1.22,0.17,0.47,12.03
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25.0,1996.0,12.06,7.0,35.0,11.0,6.05,31.4,2.79,0.88,0.2,0.64,11.07
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,26.0,1996.0,12.07,10.0,41.0,19.0,5.03,46.3,3.22,1.49,0.24,0.53,12.03
Divock Origi,be BEL,FW,Liverpool,eng Premier League,24.0,1995.0,8.0,4.0,14.0,6.0,1.08,42.9,1.76,0.75,0.29,0.67,15.07
Divock Origi,be BEL,FW,Liverpool,eng Premier League,25.0,1995.0,2.01,0.0,7.0,2.0,1.01,28.06,3.39,0.97,0.0,0.0,18.05
Divock Origi,be BEL,FW,Liverpool,eng Premier League,26.0,1995.0,1.05,3.0,10.0,5.0,1.05,50.0,6.77,3.38,0.3,0.6,14.09
Divock Origi,be BEL,FW,Milan,it Serie A,27.0,1995.0,11.04,2.0,29.0,12.0,2.01,41.4,2.54,1.05,0.07,0.17,18.02
Divock Origi,be BEL,FW,Nott'ham Forest,eng Premier League,28.0,1995.0,6.07,0.0,14.0,2.0,1.04,14.03,2.08,0.3,0.0,0.0,19.07
Djené,tg TOG,DF,Getafe,es La Liga,27.0,1991.0,34.0,0.0,5.0,1.0,0.3,20.0,0.15,0.03,0.0,0.0,12.03
Djené,tg TOG,DF,Getafe,es La Liga,28.0,1991.0,32.7,0.0,2.0,0.0,0.2,0.0,0.06,0.0,0.0,0.0,9.09
Djené,tg TOG,DF,Getafe,es La Liga,29.0,1991.0,34.6,0.0,4.0,1.0,0.1,25.0,0.12,0.03,0.0,0.0,19.0
Djené,tg TOG,DF,Getafe,es La Liga,30.0,1991.0,31.6,0.0,9.0,1.0,0.6,11.01,0.29,0.03,0.0,0.0,15.03
Djené,tg TOG,DF-MF,Getafe,es La Liga,31,1991,27.06,0.0,6.0,1.0,0.1,16.07,0.22,0.04,0.0,0.0,23.02
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22.0,1997.0,19.04,1.0,22.0,3.0,1.07,13.06,1.13,0.15,0.05,0.33,22.02
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,23.0,1997.0,24.02,0.0,11.0,3.0,0.5,27.03,0.46,0.12,0.0,0.0,22.08
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24.0,1997.0,26.08,2.0,16.0,3.0,0.6,18.08,0.6,0.11,0.13,0.67,25.09
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25.0,1997.0,29.04,4.0,28.0,10.0,1.07,35.7,0.95,0.34,0.14,0.4,24.08
Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26.0,1997.0,16.02,1.0,18.0,5.0,1.05,27.08,1.11,0.31,0.06,0.2,17.07
Dodi Lukebakio,be BEL,FW-MF,Hertha BSC,de Bundesliga,21,1997,22.06,7.0,40.0,18.0,7.05,45.0,1.77,0.8,0.18,0.39,16.05
Dodi Lukebakio,be BEL,FW-MF,Hertha BSC,de Bundesliga,22,1997,20.06,5.0,40.0,17.0,6.09,42.5,1.94,0.82,0.08,0.18,16.02
Dodi Lukebakio,be BEL,FW-MF,Wolfsburg,de Bundesliga,23,1997,11.08,2.0,20.0,8.0,3.08,37.25,1.63,0.61,0.03,0.07,20.05
Dodi Lukebakio,be BEL,FW-MF,Hertha BSC,de Bundesliga,24,1997,26.06,11.0,59.0,22.0,8.06,37.3,2.22,0.83,0.1,0.27,20.03
Dodi Lukebakio,be BEL,FW-MF,Sevilla,es La Liga,25,1997,12.05,5.0,42.0,17.0,5.06,40.5,3.36,1.36,0.12,0.29,14.04
Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,19.0,1999.0,15.08,0.0,5.0,0.0,0.4,0.0,0.32,0.0,0.0,0.0,29.03
Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,20.0,1999.0,14.0,1.0,4.0,3.0,0.2,75.0,0.29,0.21,0.25,0.33,20.05
Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,21.0,1999.0,4.06,0.0,1.0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,21.05
Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,22.0,1999.0,25.0,0.0,7.0,0.0,0.2,0.0,0.28,0.0,0.0,0.0,23.08
Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,23.0,1999.0,30.05,0.0,19.0,4.0,0.8,21.01,0.62,0.13,0.0,0.0,22.03
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24.0,1994.0,27.07,14.0,117.0,44.0,10.07,37.6,4.22,1.59,0.1,0.27,23.02
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,25.0,1994.0,27.05,17.0,105.0,32.0,15.0,30.05,3.82,1.16,0.1,0.31,21.07
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,26.0,1994.0,31.03,15.0,104.0,40.0,11.03,38.5,3.32,1.28,0.09,0.23,21.06
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27.0,1994.0,20.07,12.0,75.0,19.0,11.04,25.03,3.62,0.92,0.07,0.26,22.0
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28.0,1994.0,15.09,9.0,46.0,19.0,6.05,41.3,2.89,1.19,0.09,0.21,23.03
Domingos Duarte,pt POR,DF,Granada,es La Liga,24.0,1995.0,34.3,3.0,13.0,5.0,1.06,38.5,0.38,0.15,0.23,0.6,9.07
Domingos Duarte,pt POR,DF,Granada,es La Liga,25.0,1995.0,26.03,1.0,6.0,2.0,1.04,33.3,0.23,0.08,0.17,0.5,8.04
Domingos Duarte,pt POR,DF,Granada,es La Liga,26.0,1995.0,18.07,1.0,6.0,1.0,0.9,16.07,0.32,0.05,0.17,1.0,9.02
Domingos Duarte,pt POR,DF,Getafe,es La Liga,27.0,1995.0,29.05,0.0,16.0,4.0,1.03,25.0,0.54,0.14,0.0,0.0,11.0
Domingos Duarte,pt POR,DF,Getafe,es La Liga,28.0,1995.0,10.01,0.0,1.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,2.08
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,22.0,1997.0,29.2,13.0,85.0,38.0,15.03,44.7,2.91,1.3,0.15,0.34,12.09
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,23.0,1997.0,31.9,16.0,83.0,46.0,16.03,55.4,2.6,1.44,0.19,0.35,12.02
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,24.0,1997.0,14.03,5.0,30.0,11.0,6.05,36.7,2.1,0.77,0.1,0.27,13.08
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,25.0,1997.0,12.09,2.0,30.0,9.0,5.08,30.0,2.32,0.7,0.03,0.11,11.08
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,26.0,1997.0,24.01,7.0,71.0,28.0,12.09,39.4,2.94,1.16,0.07,0.18,13.09
Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25.0,1994.0,16.01,0.0,28.0,10.0,1.07,35.7,1.74,0.62,0.0,0.0,22.05
Dominik Kohr,de GER,MF-DF,Eint Frankfurt,de Bundesliga,26,1994,16.1,1.0,21.0,3.0,1.9,9.04,1.44,0.1,0.03,0.33,20.56
Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27.0,1994.0,17.09,0.0,18.0,2.0,1.03,11.01,1.0,0.11,0.0,0.0,20.06
Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28.0,1994.0,25.05,3.0,39.0,8.0,2.03,20.05,1.53,0.31,0.08,0.38,20.05
Dominik Kohr,de GER,DF-MF,Mainz 05,de Bundesliga,29,1994,24.03,1.0,25.0,7.0,1.06,28.0,1.03,0.29,0.04,0.14,16.05
Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,25.0,1993.0,27.0,0.0,4.0,2.0,0.2,50.0,0.15,0.07,0.0,0.0,17.09
Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,26.0,1993.0,15.02,0.0,3.0,1.0,0.2,33.3,0.2,0.07,0.0,0.0,19.0
Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,27.0,1993.0,5.32,0.0,1.0,1.0,0.2,100.0,0.1,0.1,0.0,0.0,5.07
Dominique Heintz,de GER,DF,Bochum,de Bundesliga,28.0,1993.0,8.08,0.0,4.0,1.0,0.3,25.0,0.45,0.11,0.0,0.0,17.04
Dominique Heintz,de GER,DF,Köln,de Bundesliga,29.0,1993.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21.0,1998.0,29.0,3.0,38.0,12.0,2.06,31.6,1.31,0.41,0.08,0.25,24.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22.0,1998.0,30.09,0.0,26.0,8.0,1.02,30.08,0.84,0.26,0.0,0.0,23.09
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23.0,1998.0,30.2,2.0,23.0,8.0,2.0,34.8,0.76,0.27,0.09,0.25,25.03
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24.0,1998.0,32.5,6.0,34.0,12.0,2.08,35.3,1.05,0.37,0.18,0.5,25.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,25.0,1998.0,33.3,9.0,44.0,13.0,6.09,29.05,1.32,0.39,0.11,0.38,23.03
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22.0,1996.0,21.0,1.0,15.0,5.0,1.04,33.3,0.72,0.24,0.07,0.2,15.05
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,23.0,1996.0,31.03,2.0,10.0,3.0,1.02,30.0,0.32,0.1,0.2,0.67,9.09
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24.0,1996.0,22.09,2.0,12.0,4.0,1.08,33.3,0.53,0.18,0.17,0.5,10.06
Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,25.0,1996.0,10.15,1.0,5.0,2.0,0.8,40.0,0.24,0.1,0.2,0.5,12.03
Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,26.0,1996.0,22.01,0.0,7.0,1.0,0.5,14.03,0.32,0.05,0.0,0.0,10.01
Duván Zapata,co COL,FW,Atalanta,it Serie A,28.0,1991.0,22.05,18.0,88.0,36.0,15.06,40.9,3.91,1.6,0.19,0.47,12.08
Duván Zapata,co COL,FW,Atalanta,it Serie A,29.0,1991.0,26.04,15.0,98.0,38.0,15.02,38.8,3.71,1.44,0.14,0.37,13.06
Duván Zapata,co COL,FW,Atalanta,it Serie A,30.0,1991.0,19.01,10.0,78.0,31.0,13.05,39.7,4.08,1.62,0.09,0.23,13.03
Duván Zapata,co COL,FW,Atalanta,it Serie A,31.0,1991.0,15.04,2.0,41.0,8.0,3.09,19.05,2.65,0.52,0.05,0.25,15.06
Duván Zapata,co COL,FW,Atalanta,it Serie A,32.0,1991.0,33.02,13.0,104.0,40.0,10.49,39.2,3.56,1.4,0.16,0.41,12.53
Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,19.0,2000.0,16.07,6.0,64.0,17.0,7.0,26.06,3.84,1.02,0.08,0.29,15.08
Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,20.0,2000.0,32.5,21.0,80.0,33.0,18.05,41.3,2.46,1.02,0.19,0.45,14.09
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,21.0,2000.0,32.06,24.0,113.0,46.0,17.11,41.15,3.51,1.45,0.16,0.4,15.52
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,22.0,2000.0,21.04,10.0,65.0,20.0,9.07,30.08,3.04,0.94,0.12,0.4,15.05
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,23.0,2000.0,25.06,16.0,106.0,35.0,16.06,33.0,4.14,1.37,0.13,0.4,15.08
Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19.0,1999.0,37.1,2.0,48.0,14.0,2.03,29.2,1.29,0.38,0.04,0.14,24.0
Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20.0,1999.0,34.1,2.0,26.0,9.0,1.01,34.6,0.76,0.26,0.08,0.22,22.03
Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21.0,1999.0,34.5,0.0,52.0,15.0,2.03,28.08,1.51,0.43,0.0,0.0,22.08
Dwight McNeil,eng ENG,FW-MF,Everton,eng Premier League,22,1999,27.08,7.0,46.0,15.0,3.05,32.6,1.66,0.54,0.15,0.47,20.05
Dwight McNeil,eng ENG,MF-FW,Everton,eng Premier League,23,1999,32.1,3.0,57.0,14.0,3.04,24.06,1.77,0.44,0.05,0.21,21.0
