Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,xG,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Juan Cuadrado,co COL,DF-MF,Juventus,it Serie A,32,1988,24.02,2.0,18.0,6.0,2.03,33.3,0.74,0.25,0.06,0.17,17.08
Juan Cuadrado,co COL,DF-MF,Juventus,it Serie A,33,1988,27.06,4.0,36.0,13.0,1.07,36.1,1.3,0.47,0.11,0.31,21.04
Juan Cuadrado,co COL,DF-FW,Juventus,it Serie A,34,1988,23.01,1.0,32.0,10.0,1.04,31.03,1.39,0.43,0.03,0.1,21.0
Juan Cuadrado,co COL,DF,Inter,it Serie A,35.0,1988.0,3.0,0.0,5.0,0.0,0.2,0.0,1.69,0.0,0.0,0.0,19.07
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21.0,1998.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Foyth,ar ARG,DF-MF,Villarreal,es La Liga,22,1998,13.0,0.0,1.0,0.0,0.2,0.0,0.08,0.0,0.0,0.0,7.03
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23.0,1998.0,21.04,1.0,6.0,2.0,0.7,33.3,0.28,0.09,0.17,0.5,12.01
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24.0,1998.0,21.08,1.0,14.0,4.0,1.01,28.06,0.64,0.18,0.07,0.25,13.07
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25.0,1998.0,11.08,1.0,6.0,2.0,0.4,33.3,0.51,0.17,0.17,0.5,12.08
Juan Jesus,br BRA,DF,Roma,it Serie A,28.0,1991.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Jesus,br BRA,DF,Roma,it Serie A,29.0,1991.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Jesus,br BRA,DF,Napoli,it Serie A,30.0,1991.0,14.02,1.0,4.0,1.0,0.3,25.0,0.28,0.07,0.25,1.0,10.0
Juan Jesus,br BRA,DF,Napoli,it Serie A,31.0,1991.0,10.04,1.0,5.0,1.0,0.2,20.0,0.48,0.1,0.2,1.0,17.03
Juan Jesus,br BRA,DF,Napoli,it Serie A,32.0,1991.0,23.05,1.0,8.0,2.0,1.03,25.0,0.34,0.09,0.13,0.5,8.09
Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19.0,2000.0,8.07,0.0,5.0,1.0,0.1,20.0,0.58,0.12,0.0,0.0,25.01
Juan Miranda,es ESP,DF,Betis,es La Liga,20.0,2000.0,18.04,1.0,10.0,3.0,0.7,30.0,0.54,0.16,0.1,0.33,25.03
Juan Miranda,es ESP,DF,Betis,es La Liga,21.0,2000.0,8.07,0.0,6.0,2.0,0.2,33.3,0.69,0.23,0.0,0.0,26.05
Juan Miranda,es ESP,DF,Betis,es La Liga,22.0,2000.0,16.04,3.0,21.0,8.0,2.04,38.1,1.28,0.49,0.14,0.38,18.08
Juan Miranda,es ESP,DF,Betis,es La Liga,23.0,2000.0,20.06,1.0,16.0,6.0,1.06,37.5,0.78,0.29,0.06,0.17,18.06
Juan Musso,ar ARG,GK,Udinese,it Serie A,25.0,1994.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Musso,ar ARG,GK,Udinese,it Serie A,26.0,1994.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Musso,ar ARG,GK,Atalanta,it Serie A,27.0,1994.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Musso,ar ARG,GK,Atalanta,it Serie A,28.0,1994.0,23.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Musso,ar ARG,GK,Atalanta,it Serie A,29.0,1994.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juanmi,es ESP,FW-MF,Betis,es La Liga,26,1993,2.09,1.0,7.0,3.0,1.05,42.9,2.39,1.02,0.14,0.33,14.07
Juanmi,es ESP,FW-MF,Betis,es La Liga,27,1993,6.07,2.0,14.0,5.0,2.04,35.7,2.09,0.75,0.14,0.4,11.03
Juanmi,es ESP,FW,Betis,es La Liga,28.0,1993.0,23.07,16.0,55.0,30.0,11.01,54.5,2.32,1.27,0.29,0.53,14.02
Juanmi,es ESP,FW,Betis,es La Liga,29.0,1993.0,10.03,4.0,18.0,8.0,3.07,44.4,1.75,0.78,0.22,0.5,12.08
Juanmi,es ESP,FW,Cádiz,es La Liga,30.0,1993.0,9.07,3.0,14.0,7.0,2.05,50.0,1.44,0.72,0.21,0.43,12.06
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20.0,1998.0,25.07,1.0,23.0,5.0,2.02,21.07,0.9,0.19,0.04,0.2,11.08
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,21.0,1998.0,33.1,2.0,21.0,6.0,2.0,28.06,0.64,0.18,0.1,0.33,11.05
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22.0,1998.0,30.04,2.0,13.0,3.0,1.01,23.01,0.43,0.1,0.15,0.67,12.05
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23.0,1998.0,27.0,1.0,14.0,1.0,1.01,7.01,0.52,0.04,0.07,1.0,14.03
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24.0,1998.0,32.2,1.0,24.0,6.0,2.0,25.0,0.75,0.19,0.04,0.17,15.03
Julian Brandt,de GER,MF-FW,Dortmund,de Bundesliga,23,1996,24.05,3.0,33.0,16.0,3.06,48.5,1.35,0.65,0.09,0.19,16.08
Julian Brandt,de GER,FW-MF,Dortmund,de Bundesliga,24,1996,16.06,3.0,22.0,8.0,2.02,36.4,1.32,0.48,0.14,0.38,18.05
Julian Brandt,de GER,MF-FW,Dortmund,de Bundesliga,25,1996,23.01,9.0,34.0,15.0,4.09,44.1,1.47,0.65,0.26,0.6,17.01
Julian Brandt,de GER,MF-FW,Dortmund,de Bundesliga,26,1996,26.06,9.0,42.0,26.0,5.02,61.9,1.58,0.98,0.21,0.35,18.0
Julian Brandt,de GER,MF-FW,Dortmund,de Bundesliga,27,1996,24.07,7.0,33.0,16.0,4.04,48.5,1.34,0.65,0.21,0.44,19.01
Julian Chabot,de GER,DF,Sampdoria,it Serie A,21.0,1998.0,6.03,1.0,1.0,1.0,0.1,100.0,0.16,0.16,1.0,1.0,8.05
Julian Chabot,de GER,DF,Spezia,it Serie A,22.0,1998.0,18.04,1.0,9.0,3.0,0.7,33.3,0.49,0.16,0.11,0.33,11.01
Julian Chabot,de GER,DF,Köln,de Bundesliga,23.0,1998.0,7.07,0.0,3.0,1.0,0.0,33.3,0.28,0.09,0.0,0.0,13.01
Julian Chabot,de GER,DF,Köln,de Bundesliga,24.0,1998.0,20.0,0.0,14.0,3.0,1.06,21.04,0.7,0.15,0.0,0.0,9.01
Julian Chabot,de GER,DF,Köln,de Bundesliga,25.0,1998.0,30.0,0.0,19.0,3.0,1.04,15.08,0.63,0.1,0.0,0.0,11.0
Julian Ryerson,no NOR,DF-MF,Union Berlin,de Bundesliga,21,1997,4.01,0.0,2.0,0.0,0.8,0.0,0.49,0.0,0.0,0.0,17.02
Julian Ryerson,no NOR,DF-MF,Union Berlin,de Bundesliga,22,1997,11.09,0.0,6.0,0.0,0.2,0.0,0.51,0.0,0.0,0.0,22.05
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23.0,1997.0,15.09,2.0,17.0,6.0,1.03,35.3,1.07,0.38,0.12,0.33,19.08
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,24.0,1997.0,26.12,1.0,26.0,8.0,1.2,30.52,1.01,0.31,0.05,0.16,23.02
Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25.0,1997.0,19.06,4.0,18.0,8.0,1.08,44.4,0.92,0.41,0.22,0.5,19.05
Junior Sambia,fr FRA,DF-MF,Montpellier,fr Ligue 1,22,1996,6.05,1.0,13.0,5.0,0.6,38.5,1.99,0.77,0.08,0.2,22.06
Junior Sambia,fr FRA,DF-MF,Montpellier,fr Ligue 1,23,1996,27.02,1.0,18.0,7.0,1.0,38.9,0.66,0.26,0.06,0.14,22.05
Junior Sambia,fr FRA,DF-FW,Montpellier,fr Ligue 1,24,1996,17.0,1.0,20.0,6.0,1.06,30.0,1.17,0.35,0.05,0.17,23.04
Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25.0,1996.0,7.07,0.0,13.0,5.0,0.6,38.5,1.68,0.65,0.0,0.0,24.01
Junior Sambia,fr FRA,DF-MF,Salernitana,it Serie A,26,1996,11.05,1.0,12.0,4.0,0.5,33.3,1.05,0.35,0.08,0.25,25.09
Justin Kluivert,nl NED,FW,Roma,it Serie A,20.0,1999.0,16.08,4.0,34.0,11.0,2.05,32.4,2.02,0.65,0.12,0.36,21.09
Justin Kluivert,nl NED,FW-MF,RB Leipzig,de Bundesliga,21,1999,9.2,3.0,19.0,7.0,3.06,19.45,3.36,0.38,0.08,0.43,16.05
Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22.0,1999.0,20.08,4.0,30.0,10.0,2.08,33.3,1.45,0.48,0.13,0.4,18.06
Justin Kluivert,nl NED,FW-MF,Valencia,es La Liga,23,1999,16.01,6.0,43.0,15.0,6.06,34.9,2.67,0.93,0.12,0.33,18.01
Justin Kluivert,nl NED,MF-FW,Bournemouth,eng Premier League,24,1999,21.03,7.0,56.0,20.0,6.02,35.7,2.63,0.94,0.13,0.35,17.04
Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,30.0,1988.0,20.0,0.0,6.0,2.0,0.3,33.3,0.3,0.1,0.0,0.0,25.01
Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,31.0,1988.0,26.03,1.0,9.0,3.0,0.4,33.3,0.34,0.11,0.11,0.33,18.01
Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,32.0,1988.0,18.0,0.0,5.0,3.0,0.3,60.0,0.28,0.17,0.0,0.0,17.09
Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,33.0,1988.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérôme Boateng,de GER,DF,Salernitana,it Serie A,34.0,1988.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26.0,1993.0,26.03,1.0,19.0,4.0,1.0,21.01,0.72,0.15,0.05,0.25,23.07
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27.0,1993.0,13.07,0.0,11.0,2.0,0.8,18.02,0.81,0.15,0.0,0.0,22.05
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28.0,1993.0,19.07,1.0,12.0,5.0,1.0,41.7,0.61,0.25,0.08,0.2,23.08
Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,29.0,1993.0,10.26,0.0,9.0,2.0,0.5,22.02,0.42,0.1,0.0,0.0,22.01
Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30.0,1993.0,8.04,0.0,7.0,4.0,0.3,57.1,0.84,0.48,0.0,0.0,20.04
Kai Havertz,de GER,MF-FW,Leverkusen,de Bundesliga,20,1999,27.03,12.0,58.0,25.0,9.01,43.1,2.13,0.92,0.19,0.44,15.06
Kai Havertz,de GER,MF-FW,Chelsea,eng Premier League,21,1999,16.09,4.0,33.0,16.0,5.05,48.5,1.95,0.95,0.12,0.25,13.01
Kai Havertz,de GER,FW-MF,Chelsea,eng Premier League,22,1999,20.01,8.0,56.0,23.0,8.07,41.1,2.79,1.14,0.14,0.35,13.0
Kai Havertz,de GER,FW-MF,Chelsea,eng Premier League,23,1999,28.05,7.0,70.0,31.0,11.06,44.3,2.45,1.09,0.09,0.19,12.07
Kai Havertz,de GER,MF-FW,Arsenal,eng Premier League,24,1999,29.03,13.0,68.0,27.0,12.03,39.7,2.32,0.92,0.18,0.44,12.04
Karim Onisiwo,at AUT,FW,Mainz 05,de Bundesliga,27.0,1992.0,19.02,4.0,41.0,23.0,5.0,56.1,2.14,1.2,0.1,0.17,15.0
Karim Onisiwo,at AUT,FW-MF,Mainz 05,de Bundesliga,28,1992,20.05,4.0,54.0,20.0,6.02,37.0,2.64,0.98,0.07,0.2,16.05
Karim Onisiwo,at AUT,FW,Mainz 05,de Bundesliga,29.0,1992.0,26.02,5.0,65.0,19.0,8.02,29.2,2.48,0.72,0.08,0.26,13.06
Karim Onisiwo,at AUT,FW-MF,Mainz 05,de Bundesliga,30,1992,28.02,10.0,68.0,32.0,8.02,47.1,2.41,1.13,0.15,0.31,15.06
Karim Onisiwo,at AUT,FW-MF,Mainz 05,de Bundesliga,31,1992,16.06,1.0,33.0,7.0,2.03,21.02,1.99,0.42,0.03,0.14,14.08
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24.0,1995.0,22.04,4.0,32.0,9.0,1.08,28.01,1.43,0.4,0.13,0.44,21.03
Karol Linetty,pl POL,MF,Torino,it Serie A,25.0,1995.0,20.04,1.0,7.0,3.0,1.01,42.9,0.34,0.15,0.14,0.33,18.05
Karol Linetty,pl POL,MF-FW,Torino,it Serie A,26,1995,10.0,0.0,13.0,2.0,0.7,15.04,1.31,0.2,0.0,0.0,19.06
Karol Linetty,pl POL,MF,Torino,it Serie A,27.0,1995.0,21.0,1.0,16.0,4.0,1.0,25.0,0.76,0.19,0.06,0.25,20.09
Karol Linetty,pl POL,MF,Torino,it Serie A,28.0,1995.0,20.06,0.0,16.0,1.0,0.5,6.03,0.78,0.05,0.0,0.0,25.04
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24.0,1994.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25.0,1994.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26.0,1994.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27.0,1994.0,28.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28.0,1994.0,13.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22.0,1997.0,21.05,0.0,11.0,3.0,0.9,27.03,0.51,0.14,0.0,0.0,18.07
Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23.0,1997.0,18.04,0.0,7.0,1.0,0.5,14.03,0.38,0.05,0.0,0.0,16.06
Keven Schlotterbeck,de GER,DF-FW,Freiburg,de Bundesliga,24,1997,3.05,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,14.08
Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25.0,1997.0,8.22,2.0,8.0,4.0,1.06,50.0,0.49,0.24,0.25,0.5,12.0
Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26.0,1997.0,24.03,5.0,27.0,12.0,2.0,44.4,1.11,0.49,0.19,0.42,12.09
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24.0,1995.0,12.07,0.0,2.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,19.05
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25.0,1995.0,13.02,1.0,2.0,2.0,0.1,100.0,0.15,0.15,0.5,0.5,21.0
Kevin Akpoguma,ng NGA,DF-FW,Hoffenheim,de Bundesliga,26,1995,17.0,2.0,12.0,4.0,1.02,33.3,0.71,0.24,0.17,0.5,12.08
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27.0,1995.0,21.07,0.0,8.0,1.0,0.6,12.05,0.37,0.05,0.0,0.0,19.03
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28.0,1995.0,12.02,0.0,2.0,0.0,0.3,0.0,0.16,0.0,0.0,0.0,6.08
Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,23.0,1996.0,15.09,2.0,8.0,2.0,1.32,26.65,0.74,0.22,0.26,1.0,12.55
Kevin Bonifazi,it ITA,DF,Udinese,it Serie A,24.0,1996.0,27.04,0.0,17.0,0.0,1.04,0.0,0.62,0.0,0.0,0.0,14.08
Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,25.0,1996.0,13.04,0.0,9.0,0.0,0.7,0.0,0.67,0.0,0.0,0.0,14.05
Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26.0,1996.0,10.0,0.0,2.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,11.03
Kevin Bonifazi,it ITA,DF,Frosinone,it Serie A,27.0,1996.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28.0,1991.0,31.0,13.0,97.0,29.0,7.03,29.09,3.13,0.94,0.11,0.38,21.08
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29.0,1991.0,22.02,6.0,77.0,24.0,9.03,31.2,3.47,1.08,0.05,0.17,21.0
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30.0,1991.0,24.05,15.0,78.0,31.0,5.07,39.7,3.19,1.27,0.19,0.48,19.02
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31.0,1991.0,26.09,7.0,65.0,21.0,5.06,32.3,2.42,0.78,0.11,0.33,23.0
Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32.0,1991.0,13.06,4.0,44.0,17.0,2.04,38.6,3.24,1.01,0.09,0.24,21.04
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28.0,1990.0,7.05,2.0,5.0,3.0,0.3,60.0,0.67,0.4,0.4,0.67,21.09
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,29.0,1990.0,21.05,0.0,14.0,1.0,1.01,7.01,0.65,0.05,0.0,0.0,24.02
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30.0,1990.0,21.01,0.0,8.0,2.0,0.4,25.0,0.38,0.09,0.0,0.0,21.03
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,31.0,1990.0,15.02,2.0,7.0,2.0,1.01,28.06,0.46,0.13,0.29,1.0,19.04
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32.0,1990.0,15.01,1.0,6.0,1.0,0.2,16.07,0.4,0.07,0.17,1.0,22.02
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24.0,1995.0,18.08,3.0,11.0,3.0,1.07,27.03,0.58,0.16,0.27,1.0,11.03
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25.0,1995.0,18.02,0.0,11.0,5.0,0.6,45.5,0.6,0.27,0.0,0.0,13.01
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26.0,1995.0,15.05,0.0,5.0,0.0,0.3,0.0,0.32,0.0,0.0,0.0,11.0
Kevin Mbabu,ch SUI,DF-FW,Fulham,eng Premier League,27,1995,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,28.0,1995.0,22.07,0.0,4.0,1.0,0.1,25.0,0.18,0.04,0.0,0.0,17.06
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25.0,1993.0,14.01,0.0,22.0,6.0,0.8,27.03,1.56,0.43,0.0,0.0,24.08
Kevin Stöger,at AUT,MF-FW,Mainz 05,de Bundesliga,26,1993,6.0,3.0,9.0,4.0,1.08,44.4,1.51,0.67,0.33,0.75,15.04
Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27.0,1993.0,4.07,1.0,16.0,6.0,1.04,37.5,3.44,1.29,0.06,0.17,21.04
Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,28.0,1993.0,28.09,5.0,45.0,11.0,4.04,24.04,1.56,0.38,0.04,0.18,25.08
Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29.0,1993.0,29.06,7.0,71.0,14.0,6.02,19.07,2.4,0.47,0.04,0.21,25.07
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29.0,1990.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30.0,1990.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31.0,1990.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,32.0,1990.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33.0,1990.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Vogt,de GER,DF-MF,Werder Bremen,de Bundesliga,27,1991,22.1,0.0,1.0,0.0,0.1,0.0,0.04,0.0,0.0,0.0,9.01
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,28.0,1991.0,20.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,31.03
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,29.0,1991.0,28.05,0.0,3.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,30.06
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,30.0,1991.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,31.0,1991.0,28.14,0.0,3.0,1.0,0.7,25.0,0.11,0.04,0.0,0.0,16.06
Kevin Volland,de GER,FW,Leverkusen,de Bundesliga,27.0,1992.0,22.07,10.0,78.0,32.0,11.05,41.0,3.43,1.41,0.13,0.31,14.05
Kevin Volland,de GER,FW-MF,Monaco,fr Ligue 1,28,1992,30.08,16.0,56.0,30.0,11.06,53.6,1.82,0.98,0.29,0.53,12.06
Kevin Volland,de GER,MF-FW,Monaco,fr Ligue 1,29,1992,27.01,9.0,50.0,23.0,7.04,46.0,1.85,0.85,0.16,0.35,13.05
Kevin Volland,de GER,FW-MF,Monaco,fr Ligue 1,30,1992,7.01,3.0,15.0,7.0,1.07,46.7,2.11,0.99,0.2,0.43,15.06
Kevin Volland,de GER,FW-MF,Union Berlin,de Bundesliga,31,1992,14.09,3.0,33.0,10.0,5.03,30.03,2.21,0.67,0.03,0.1,19.07
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,26.0,1993.0,14.07,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,34.6
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,27.0,1993.0,6.02,0.0,1.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,22.07
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,28.0,1993.0,14.08,0.0,3.0,1.0,0.4,33.3,0.2,0.07,0.0,0.0,9.04
Kevin Vázquez,es ESP,DF-MF,Celta Vigo,es La Liga,29,1993,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30.0,1993.0,7.08,0.0,2.0,1.0,0.0,50.0,0.26,0.13,0.0,0.0,20.08
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32.0,1986.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,33.0,1986.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34.0,1986.0,20.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keylor Navas,cr CRC,GK,Nott'ham Forest,eng Premier League,35.0,1986.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,36.0,1986.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,18.0,2001.0,6.06,0.0,1.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,17.04
Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,19.0,2001.0,16.06,2.0,10.0,4.0,1.0,40.0,0.6,0.24,0.2,0.5,17.06
Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,20.0,2001.0,21.01,4.0,23.0,7.0,2.07,30.04,1.09,0.33,0.17,0.57,17.0
Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,21.0,2001.0,28.03,2.0,38.0,9.0,3.02,23.07,1.34,0.32,0.05,0.22,18.04
Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22.0,2001.0,23.04,1.0,39.0,11.0,3.04,28.02,1.67,0.47,0.03,0.09,18.03
Kieran Tierney,sct SCO,DF-MF,Arsenal,eng Premier League,22,1997,11.0,1.0,6.0,2.0,0.2,33.3,0.55,0.18,0.17,0.5,20.06
Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,23.0,1997.0,25.05,1.0,15.0,3.0,0.5,20.0,0.59,0.12,0.07,0.33,24.0
Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24.0,1997.0,21.03,1.0,15.0,5.0,0.6,33.3,0.7,0.23,0.07,0.2,20.08
Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25.0,1997.0,8.08,0.0,7.0,2.0,0.3,28.06,0.79,0.23,0.0,0.0,23.01
Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26.0,1997.0,13.08,0.0,2.0,0.0,0.2,0.0,0.15,0.0,0.0,0.0,12.02
Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28.0,1990.0,22.0,0.0,3.0,0.0,0.1,0.0,0.14,0.0,0.0,0.0,24.09
Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29.0,1990.0,27.05,0.0,3.0,1.0,0.1,33.3,0.11,0.04,0.0,0.0,18.08
Kieran Trippier,eng ENG,DF-FW,Atlético Madrid,es La Liga,30,1990,14.16,2.0,4.0,2.0,0.3,50.0,0.3,0.21,0.5,1.0,21.07
Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,31.0,1990.0,37.1,1.0,14.0,4.0,0.9,28.06,0.38,0.11,0.07,0.25,27.01
Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,32.0,1990.0,24.08,1.0,8.0,2.0,0.7,25.0,0.32,0.08,0.13,0.5,23.08
Kike Barja,es ESP,MF-FW,Osasuna,es La Liga,22,1997,3.05,0.0,6.0,3.0,0.7,50.0,1.73,0.86,0.0,0.0,18.04
Kike Barja,es ESP,MF-FW,Osasuna,es La Liga,23,1997,15.09,2.0,22.0,12.0,2.06,54.5,1.38,0.75,0.09,0.17,17.02
